,Name,Comment,stopword_comment,Hasil Sentimen
12856,bang putra,Banyak  hal  yang slh kaprah gak  jls gak  pembukaan lahan gak  onibuslo,salah kaprah jls pembukan lahan onibuslo,Negatif
12857,Yuni Retno,Kalo saya percaya pak jko wi tulus trhadap rakyatya....,percaya jko wi tulus trhadap rakyatya,Negatif
12858,Nurrahman Setyo,"Terus kenapa global investor ngirim surat kebapak? Investornya yang mau didatangkan darimana?, kenapa akademisi dri universitas ternama banyak yang menolak RUU tersebut?, Dan kenapa 2 organisasi agama (NU & Muhammadiyah terbesar di indonesia menolak RUU tersebut?. 
.
Kita lihat saja interpretasi nya secara langsung.",global investor ngirim surat kebapak investornya darimana akademisi universitas ternama tolak organisasi agama nu muhamadiyah terbesar indonesia tolak lihat interpretasi langsung,Negatif
12859,Slamet Suwito,Menolak karena mereka gk faham atao pengecut takut atau pura2,tolak faham atao pengecut takut pura,Negatif
12860,Novi,Draft finalnya mungkin bisa disosialisasikan biar jelas dan rakyat bisa membaca sendiri,draft finalnya disosialisasikan biar rakyat membaca,Negatif
12861,Odi 00,Kalau ga salah sudah ada yang 900 lembar itu mbak,salah lembar mbak,Positif
12862,JS. Official,"#IndonesiaDarutaMembaca
Makanya gampang termakan hoaxxxx",indonesiadarutamembacamakanya gampang termakan isu bohong,Negatif
12863,Rindu Hamzali,"Temuin pendemo kalo memang itu tidak benar, gitu aja kok repot.",temuin pendemo repot,Negatif
12864,Ilham Zed,@Ret Winarti setuju,winarti setuju,Positif
12865,Ret Winarti,"Bicara baik"" di meja donk. Masak nemui pendemo. Bgm bicaranya?",bicara meja donk masak nemui pendemo bgm bicaranya,Negatif
12866,raniakustik,@DAV V emg e rakyat sekarang ngrasa aman :D,rakyat ngrasa aman,Negatif
12867,raniakustik,@Ilham Zed emg e rakyat hidup nya mudah :D,zed rakyat hidup mudah,Negatif
12868,DAV V,"Bisa ajaa,,,cuman lagi pandemi terlebih lagi bukan sembarang orang,,,apalagi posisi pendemo semakin anarkis,,,,gak aman bagi presiden,,,",cuma pandemi sembarang orang posisi pendemo anarkis aman presiden,Negatif
12869,Ilham Zed,Ga semudah itu bos,semudah bos,Negatif
12870,agung priyono,"Ditonton lebih dr 25ribu orang .yg komentar 200an.mereka menganalisa kira"" tindakan dan langkah apalagi buat demo esok hari.",ditonton ribu orang komentar an menganalisa tindakan langkah demo esok,Negatif
12871,Harianto M-R,Semoga selalu sehat & kuat pak Presiden 🙏,semoga sehat kuat presiden,Positif
12872,Sri Mardian Ningsih,"BERFIKIRLAH SEHAT JIKA ANDA INGIN MAJU....g....Hanya Berjalan 
Ditempat....Asmiin..",berfikirlah sehat maju berjalan ditempat asmin,Positif
12873,Najam Nur,"Pak. Seharusnya sebelum kericuhan terjadi, kasih penjelasan sperti ini. Karena kbanyakan informasi yg sampai ke masyarakat itu tidak lengkap/berubah.
Biar gak ada salah paham lagi, kasihan mereka para pendemo ataupun polisi. Seharusnya penjelasan ini ada di awal pembuatan UU Cipta Kerja/Omnibuslaw.",kericuhan kasih penjelasan sperti kbanyakan informasi masyarakat lengkap berubah biar salah paham kasihan pendemo polisi penjelasan pembuatan cipta kerja omnibuslaw,Negatif
12874,Aji Pangestu,Goodjob Pak Jokowi....  tangkap pak mereka penyebar berita hoax!!!,godjob jokowi tangkap penyebar berita isu bohong,Negatif
12875,Alex Ander,"Jika niat tujuan mu sperti itu pak semoga berkah dan berjalan,tetapi mohon di kawal pak semua aturan yang baru krna apa takutnya tdak sesuai dngan yang di inginkan,smoga saya dngan aturan yang baru ini semoga masyarakat samkin maju dan sejahtera untuk menghadapi kemajuan dunia dan mengimbangai negara negara lain nya semoga pemerintah slalu bersama dan ada untuk rakyat merdekaaaaaaa",niat tujuan mu sperti semoga berkah berjalan mohon kawal aturan krna takutnya tdak sesuai dngan smoga dngan aturan semoga masyarakat samkin maju sejahtera menghadapi kemajuan dunia mengimbangai negara negara semoga pemerintah rakyat merdeka,Negatif
12876,PAKGURU NANANG,Penjelasan presiden sangat jelas sekali. Semoga kita sebagai WNI tidak selalu negatif thinking terhadap niat baik pemerintah dan DPR sebagai wakil rakyat,penjelasan presiden semoga wni negatif thinking niat pemerintah dpr wakil rakyat,Negatif
12877,Oryza Widia,Sya hnya trsnyum melihat ini 😁😁😁,sya trsnyum,Negatif
12878,Isaskargs Soeling,Sehat selalu Pak Presiden kami sangat membutuhka kepemimpinan bapak.tangkaplah mereka yg membuat hoax dan tindak tegas para perusuh di dalam demo.,sehat presiden membutuhka kepemimpinan tangkaplah isu bohong tindak perusuh demo,Positif
12879,Agung E. D.,Semoga sehat selalu pak presiden... semoga masalah para buruh terpecahkan lewat uu ini.. trims,semoga sehat presiden semoga buruh terpecahkan terima kasih,Positif
12880,isawyou,"Pemerintah miss communication sama masyarakat, coba di jelasin dari awal kaya gini oleh bapak presiden langsung:(",pemerintah mis comunication masyarakat coba jelasin kaya presiden langsung,Negatif
12881,Mawar Merah,Mohon di lampung tengah didatangkan banyak investor pak banyak pengangguran pak susah kami disininpak jokowi,mohon lampung investor penganguran susah disininpak jokowi,Negatif
12882,Rido Setiawan,Betull.termasuk tanggamus jg pak.buka peluang kerja.baik dari sektor pertanian kopi maupun perikann,tangamus buka peluang kerja sektor pertanian kopi perikan,Negatif
12883,Pandu Priyo,Hidup RUU merdeka bangsa kami indonesia maju SDM unggul makasihhhh banyak bpk jokowi rakyat mendoakan yg terbaik,hidup merdeka bangsa indonesia maju sdm ungul terima kasih jokowi rakyat mendoakan terbaik,Positif
12884,H J,"Sehat selalu pak jokowi, god bless you",sehat jokowi god bles you,Positif
12885,Nuryanto Nuryanto,Lanjut 3 periode gilas hti fpi 212 dan antek2 orba..yg ingin berkuasa kembali..jokowi yes..,periode gilas hti antek orba berkuasa jokowi yes,Negatif
12886,017_Adinda putri_ A_19,Ayo jadi masyarakat yang cerdas dan bijak dalam memilah berita😁 jangan asal percaya berita yang belum terbukti kebenarannya👌,ayo masyarakat cerdas bijak memilah berita percaya berita terbukti kebenaranya,Negatif
12887,Dhini channel,"Semoga sehat selalu bapak presidenku tercinta
Sarangge💋",semoga sehat presidenku tercintasarange,Positif
12888,Bagas Soerohardjo,"Kami di kampung dayak dari dulu tidak pernah kesusahan untuk hidup. Kami punya hutan adat dari jaman moyang kami, asalkan bapak tau. Tiap panen jengkol, banyak uang kami terkumpul. Asal kami sakit, tinggal ke dalam hutan nadi kami mencari obat. Tapi kenapa tetap digusur atas dasar pembangunan? Bangun apa? Kami tidak pernah berharap apapun pada negara, kami membantu negara untuk tetap menghirup oksigen dengan tenang dengan hutan kami yg lestari. Coba bapak kesini kalau tidak percaya, apa menurut bapak yang kurang. Air kami berlimpah, listrik kami pakai kincir air yang kami bangun sendiri.",kampung dayak kesusahan hidup hutan adat jaman moyang panen jengkol uang terkumpul sakit tingal hutan nadi mencari obat digusur dasar pembangunan bangun berharap apapun negara membantu negara menghirup oksigen tenang hutan lestari coba kesini percaya air berlimpah listrik pakai kincir air bangun,Negatif
12889,boedy mario,Semoga..yang menyebarkan hoax...cepat cepat kena corona...dan mati..amin..,semoga menyebarkan isu bohong cepat cepat kena corona mati amin,Positif
12890,Eliz Marbun,"Kita semua berharap, tolonglah berhenti demo 2 sudah jelas apa yang di sampaikan bapak presiden kita, kita semua membutuhkan kedamaian di negeri kita tercinta ini ❤️❤️❤️❤️❤️",berharap tolonglah berhenti demo presiden membutuhkan kedamaian negeri tercinta,Negatif
12891,Umi Yuliati,"@SI 10gen lhakan kemarin jg sempat demo yg orang kulit hitam dianiaya polisi, nikmatin aja asal jgn sampai anarkis",gen lhakan kemarin demo orang kulit hitam dianiaya polisi nikmatin anarkis,Negatif
12892,SI 10gen,"Ga akan bisa Bu saya kemarin pulang Indonesia 2 minggu saya liat masyarakatnya sangat ber beda banyak yang fanatic Agama dan terlalu banyak yang sudah tidak mau berusaha lain atau sudah terlalu lama di zona nyaman..tidak Ada berfikr untuk maju .Tidak seperti orang"" di U.S mereka sibuk kerja bukan sibuk demo padahal U.S itu kebanyakan immigrant luar.",bu kemarin pulang indonesia mingu lihat masyarakatnya ber beda fanatic agama berusaha zona nyaman berfikr maju orang sibuk kerja sibuk demo kebanyakan imigrant,Negatif
12893,Karin f,"God bless pak 🙏 tp telatt udahh banyak fasilitas yg hancur krn demoo,, coba kalau bilang nya lebih cepatt 🥺 penyebar hoax lbih cpt",god bles terlambat fasilitas hancur demo coba bilang cepat penyebar isu bohong lbih cpt,Negatif
12894,Renaldi Manurung,Yang terlanjur ngerusakin fasilitas publik gimana dong???,terlanjur ngerusakin fasilitas publik,Negatif
12895,CLEVA CLEVA ALPHA ROSSER,Namanya sdh cipta kerja artinya menciptakan lapangan kerja Maju terus pak jokowi tangkap para provokator pemecah belah bangsa,namanya cipta kerja menciptakan lapangan kerja maju jokowi tangkap provokator pemecah belah bangsa,Positif
12896,Alwisius Andre,"Masalahnya ada di Miss informasi

Ini menjadi pelajaran bagi kita semua agar selalu cermat dan jeli terhadap segala informasi supaya kedepan tidak ada lagi karena hoax dll terjadi demo seperti kemarin...

Semoga kedepan kita bisa lebih baik 🙏🙏🙏",mis informasini pelajaran cermat jeli informasi kedepan isu bohong demo kemarin semoga kedepan,Negatif
12897,Someone Unimportant,"Menurut saya.. Penjelasan seperti ini sangatlah perlu.. Namun lebih baik lagi dilakukan sebelum ketok palu UU Cipta Kerja ini..
Sehingga menghindari salah arti dari masyarakat.. Karena ketidaktahuan sangatlah rawan menjadi kesalahpahaman..",penjelasan ketok palu cipta kerja sehinga menghindari salah arti masyarakat ketidaktahuan rawan kesalahpahaman,Negatif
12898,Meggy Prasetyo,"@HIBRUL KHAIR iya,,,,pusing gak tuh jadi pemerintahnya,,,suruh nenangin sebelum demo,sebelum rakyat benturan ma polisi,lah apa yg di tenangin coba klo belom demo,,,intinya baca,pahami,resapi...jgn cuma ikut2 gara2 story wa teman😃",khair pusing pemerintahnya suruh nenangin demo rakyat benturan ma polisi tenangin coba demo intinya baca pahami resapi gara story wa teman,Negatif
12899,Meggy Prasetyo,"@Hasna Maulani lha klo sebelum ada demo dan komplen dari rakyat apa yg mau di tenangkan....dia menenangkan soalnya hoak yg di demo bab nya sudah jelas tentang itu,itu dan itu.tp klo suruh ngomong sebelum ada demo trus apa yg mau di omongin.pusing gak tuh.....",maulani demo komplen rakyat tenangkan menenangkan hoak demo bab suruh bicara demo omongin pusing,Negatif
12900,HIBRUL KHAIR,@Hasna Maulani   ya penjelasannya singkat lah ini kan pak jokowi sedang meluruskan hoax yang beredar.. kalau sebelum adanya hoax apa yg mau diluruskan mba'. kitanya aja yang malas membaca. kitanya aja yang gampang termakan caption yg di dramatisir oleh penyebar hoax. orang cerdas akan mencoba menggali berita dari sumber utama. bukan mengambil kesimpulan dari unggahan yang jelas² berasal dari kelompok anti pemerintah.,maulani penjelasanya singkat jokowi meluruskan isu bohong beredar isu bohong diluruskan mbak kitanya malas membaca kitanya gampang termakan caption dramatisir penyebar isu bohong orang cerdas mencoba mengali berita sumber utama mengambil kesimpulan ungahan berasal kelompok anti pemerintah,Negatif
12901,Hasna Maulani,"@Meggy Prasetyo lah, ini nyatanya pak jokowi bisa menenangkan tanpa harus menjelaskan 900 halaman.. hanya 13.25 menit malah. Yang disayangkan adalah kenapa penjelasan menenangkan ini tidak dilakukan sebelum UU disahkan. Atau minimal langsung esok harinya setelah disahkan :) coba kalau penjelasan seperti ini dilakukan lebih awal, jumlah masyarakat, mahasiswa dan rekan2 buruh yg terprovokasi pasti akan jauh lebih sedikit :) prihatin sih, pada saat aksi mahasiswa dan rekan2 buruh dibenturkan dengan aparat, setelahnya masih dijadikan kambing hitam atas kerusuhan yg pastinya dilakukan oleh oknum2 penyusup, bahkan oknum2 bayaran :)",prasetyo jokowi menenangkan halaman menit disayangkan penjelasan menenangkan disahkan minimal langsung esok harinya disahkan coba penjelasan masyarakat mahasiswa rekan buruh terprovokasi prihatin sat aksi mahasiswa rekan buruh dibenturkan aparat setelahnya dijadikan kambing hitam kerusuhan pastinya oknum penyusup oknum bayaran,Negatif
12902,Hana Witiyasari,"Benar sekali, harus nya dijelaskan terlebih dahulu agar tidak terjadi hal hal yang merugikan",merugikan,Positif
12903,Yu 2,Dikelaskan apapun kalo termakan hoak ya sama aja,dikelaskan apapun termakan hoak,Negatif
12904,Meggy Prasetyo,"@Ema Aulia sapitri lha terus pak jokowi suruh jelasin 900 halaman itu bukkk,,,penyebar hoak juga pilih mana yg pantas di hoak kan dri 900 halaman itu.",aulia sapitri jokowi suruh jelasin halaman buk penyebar hoak pilih hoak halaman,Negatif
12905,Ema Aulia sapitri,"@Hendra Simatupang uu itu ada 900 halaman cuyy, masak mau dibaca semua, lebih baik dijelaskan seperti ini biar semua paham",simatupang halaman cuy masak dibaca biar paham,Negatif
12906,Hendra Simatupang,@Baiq Ajwa S intinya dibaca dulu isinya itu jelas...,ajwa intinya dibaca isinya,Negatif
12907,ˢᵀʳ〤Aʀᴛʜᴜʀ,"Bener sih ini, biar gak jadi salah paham dan semuanya jelas gak ada disinformasi.",biar salah paham disinformasi,Negatif
12908,Baiq Ajwa S,Nahh iya betul harusnya dari kemarin-kemarin gini 😭😭😭,kemarin kemarin,Negatif
12909,Mariunus Gulö,"Skg pada males membaca, tapi pintar banget menyebarkan Hoax. Sehingga akibatnya demo diberbagai tempat.",skg males membaca pintar banget menyebarkan isu bohong sehinga akibatnya demo diberbagai,Negatif
12911,Ratu Markonah,Semangat pak presidan aku bangga dengan pidato mu,semangat presidan banga pidato mu,Positif
12912,Rindu Hamzali,"Kalo memang tidak benar, tunjukan pasal-pasalnya biar masyarakat tau. Klo cuma bilang begitu, keponakan qw bisa.",tunjukan pasal pasalnya biar masyarakat bilang keponakan qw,Negatif
12913,Buluk Doank,Rakyat indonesia minim membaca .. Minim komunikasi jadi cuman denger katanya katanya langsung terbakar esmosi .. Sumbu pendek,rakyat indonesia minim membaca minim komunikasi cuma denger langsung terbakar esmosi sumbu pendek,Positif
12914,opniati pobos,Trima kasih Pa Presiden Ku Hal yang Baik terus Di kerjakan Untuk mensejahterakan masyarakat 🙏👍💪❤️,terima kasih kasih presiden kerjakan mensejahterakan masyarakat,Positif
12917,Raden Quotes,"Belum clear ini. Masih ambigu kalo hanya bicara tanpa menyertakan dan mempublished UU nya yang sudah di sahkan kepada masyarakat luas, bisa dengan mempublished nya di semua surat kabar nasional. Biar jelas apa yg diomongin sekarang dengan isi dan redaksi UU ciptaker itu sendiri. Jelas ya bisa dipahami dan dilaksakan?",clear ambigu bicara menyertakan mempublished sahkan masyarakat luas mempublished surat kabar nasional biar diomongin isi redaksi ciptaker dipahami dilaksakan,Negatif
12918,Tri Nugroho,@Penjaga Kantor makasih mau lihat pak jokowi dri td bilang gk seperti itu ampe berulang kali tapi gk ad penjelasan jd pengen tahu landasan pak jokowi bilang begitu,kantor terima kasih lihat jokowi bilang ampe berulang kali penjelasan landasan jokowi bilang,Positif
12919,Penjaga Kantor,@Raden Quotes iy itu ciptaker klo sma yg lain lbih bnyk lg,quotes ciptaker lbih,Negatif
12920,Raden Quotes,@Penjaga Kantor gak minta yg ratusan halaman. Khusus klaster UU ciptaker aje. Ditunggu lah.,kantor ratusan halaman khusus klaster ciptaker aje ditungu,Negatif
12921,Tri Nugroho,@Penjaga Kantor linky dong,kantor linky,Negatif
12922,IMMAMUELE NATHANAEL,Kirim alamtmu mba/mas atau sis nya nanti saya print kan saya paketkan pake JNE orang sudah bisa didownload di internet ada 905 halaman,kirim alamtmu mbak mas kakak perempuan print paketkan pakai jne orang didownload internet halaman,Negatif
12923,Paijo Pilot Canter,"Sekolah.mu di bawah sungai, 😂😂😂😂😂 jaman di gital masak president di suruh ngomong panjang,,, ya salammmm",sekolah mu sungai jaman gital masak presiden suruh bicara salam,Negatif
12924,Denny Tanidjaja,"UU Itu akan ada peraturan pelaksananya, tunggu saja.",peraturan pelaksananya tungu,Negatif
12925,Penjaga Kantor,Ratusan halaman disurat kbar mau brp lembar? Cari draftny di internet ad,ratusan halaman disurat kabar lembar cari draftny internet,Negatif
12926,Bhre Paijo,💖Jaya Indonesia 💪🇮🇩,jaya indonesia,Positif
12927,Odi 00,"@Tezza Alfiansyah Sapa yang nyuruh anda peduli sm saya?
Sy nyuruh sampean nyimak
Budayakan membaca, mendengar,  dan memahami",alfiansyah nyuruh peduli sm nyuruh sampean nyimakbudayakan membaca mendengar memahami,Negatif
12928,Odi 00,"Mangkanya disimak biar ngerti
Itu sudah jelas kok
Rungokno cok",mangkanya disimak biar ngertitu kokrungokno cok,Negatif
12929,Totok Pramujito,"Substansinya uu omnibus law ini baik. Perserpsi buruh dan mahasiswa berjibaku terlibat kerusuhan adalah sia-sia, karena semua ini Baik. Dunia terbalik akibat kompor lawan politik",substansinya omnibus law perserpsi buruh mahasiswa berjibaku terlibat kerusuhan sia sia dunia terbalik akibat kompor lawan politik,Negatif
12930,gunawan yengki,"namanya ikut2an om,,buat konten youtube nya😆😆",namanya ikutan om konten youtube,Positif
12932,mat sentul,Indonesia menuju maju...indonesia pasti bisa👍👍👍🇮🇩🇮🇩🇮🇩,indonesia maju indonesia,Positif
12933,Sandi Bae,"Maju hncur. Dipimpin ini org ,bukti SDH agama   ,di adu domba rakyatnya ,, , sdikit"" lapor tangkap ,",maju hncur dipimpin orang bukti agama adu domba rakyatnya sdikit lapor tangkap,Negatif
12934,A ira,Ini jelas dan gamblang ....gila seh sampai mengrusak fasilitas umum...merugikan negara 💆‍♀,gamblang gila seh mengrusak fasilitas merugikan negara,Negatif
12935,Iqbal,"Anda tidak  salah yg salah orang ~orang di belakang anda 
Mereka Anjink semua",salah salah orang orang anjink,Negatif
12936,Makrup Arifin,Semuga dalam lindungan allah p jokowi,semuga lindungan allah jokowi,Positif
12937,Odi 00,Kalau untuk kebaikan bangsa dan negara saya dukung pak,kebaikan bangsa negara dukung,Positif
12938,ainul bisri,yang masalah pensiun mana... yg sekrang kan 32 bulan gaji... ngapa di pangkas jadi maximal 25 bulan gaji dan ga sepenuh ya dr perusahaan... 19 dr perusahaan 6 dari bpjs ketenaga kerjaan..,pensiun sekrang gaji ngapa pangkas maximal gaji sepenuh perusahan perusahan bpjs ketenaga kerjan,Negatif
12939,Jinggo Arum,"tinggal rekam aja apa yg barusan dikatakan pak de jokowi... klo sampek ada perusahaan yg ingkar, tinggal tunjukkan pidato pak de malam ni... oke ra son👍😁🙏",tingal rekam barusan adik jokowi sampek perusahan ingkar tingal tunjukan pidato adik malam oke ra son,Positif
12940,Odi 00,"Setuju
Semoga Indonesia lebih baik dan maju lagi
Amin",setujusemoga indonesia maju lagiamin,Positif
12941,Kevin Iscanada,Ada dua Point yg tidak dibahas : 1. tentang pegawai kasar WNA yg bebas bekerja di Indonesia 2. Tentang pengadaan lahan. Bagaimana pencerahannya ?,point dibahas pegawai kasar wna bebas indonesia pengadan lahan pencerahanya,Negatif
12943,ROHMAT RORI,"Semoga Sehat selalu Pak Prseden IR Jokowi 🙏
INDONESIA Maju 🇮🇩🇮🇩🇮🇩🇮🇩",semoga sehat prseden ir jokowi indonesia maju,Positif
12945,inisial f,"Kenapa kemaren pak presiden tdk temui demonstran dan jelaskan kepada mereka.  Nnti sd anarkis  baru muncul.  
Tapi baru tau uu cipta kerja yg bru di blg pak presiden. Sehat sllu pak",kemarin presiden temui demonstran nti sd anarkis muncul cipta kerja bilang presiden sehat slu,Positif
12946,Eliz Marbun,"Kami membutuhkan bapak presiden.,.. terimakasih atas ketabahan bapak , kebijakan, ketangguhan bapak untuk menjaga bangsa kita tetap utuh dan banyak kemajuan di berbagai daerah 🙏🙏🙏🙏",membutuhkan presiden terimakasih ketabahan kebijakan ketanguhan menjaga bangsa utuh kemajuan daerah,Negatif
12947,Rizky Farna Simbolon,Presidenku sehat selalu ❤❤❤,presidenku sehat,Positif
12948,JokoCobra,"Manteb P.JokoWi,..🇮🇩👍pnjlsanya sdh gmblang..( yg nyebar Hoax sgra tngkap..membuat orang jdi bodoh..Bravo polri Tni💗🇮🇩👍)",manteb jokowi pnjlsanya gmblang nyebar isu bohong sgra tngkap orang bodoh bravo polri tni,Negatif
12949,Muhamad Ridho Hidayatullah,Terimakasih pak Jokowi atas penjelasannya 🙏  semoga selalu dalam lindungannya 😇,terimakasih jokowi penjelasanya semoga lindunganya,Positif
12950,Gilang Fajar Firmantara,"Bermedia adalah kebebasan dan hak dari setiap orang. Tapi harus diimbangi dengan kewajiban kita untuk bijak dalam bermedia, sebab media dapat mengemas perspektif informasi dari berbagai macam sudut pandang. Sudah seharusnya kita bersama memerangi hoax dan tidak mudah menyimpulkan informasi dari satu sudut saja. Semangat untuk kita semua, stay safe, jangan lupa pakai masker 💖",bermedia kebebasan hak orang dimbangi kewajiban bijak bermedia media mengemas perspektif informasi sudut pandang memerangi isu bohong mudah menyimpulkan informasi sudut semangat stay safe lupa pakai masker,Negatif
12951,Hk Hm,Mantap pak presiden. Jalan trus aja pak. Masih banyak rakyat yg mendukungmu...,mantap presiden jalan rakyat mendukungmu,Positif
12953,Hanny Nugrahani,"Terus maju Pak Jokowi, jangan hiraukan segala halangan yang muncul, mereka yang melakukan hal2 jahat atas bangsa ini pasti akan mendapat balasannya. TUHAN TIDAK AKAN MEMBIARKAN . Mereka melawan Tuhan sendiri yang sudah membangun negeri ini dan menetapkan pemimpin sesuai pilihanNya. Salam semangat Pak. We all love you....",maju jokowi hiraukan halangan muncul jahat bangsa balasanya tuhan membiarkan melawan tuhan membangun negeri menetapkan pemimpin sesuai pilihanya salam semangat we al love you,Negatif
12954,Fitri Rachmawati,Bravo pak president .....sehat2 y pak,bravo presiden sehat,Positif
12956,TRI SUHARMAN1,Makanya jgn sembunyi2 bikinnya biar terang benderang dan gak gampang disusupi hoaks bang jago..,sembunyi bikinya biar terang benderang gampang disusupi hoaks bang jago,Negatif
12957,Ky Usman Ali Al-Huda CHANNEL,"Assalamualaikum, INSA Allah bermanfaat pak presiden RI pak Ir jokowidodo amiiiin",asalamualaikum insa allah bermanfat presiden ri ir jokowidodo amin,Positif
12958,Zack wanen,"Berarti berita yg kmaren di cnn indonesia itu hoax. 
Bangsat emang, media sangat kejam.",berita kmaren cn indonesia isu bohong bangsat media kejam,Negatif
12959,Mardi Ono,Saya setuju dengan sampyan  pak jokowi nek kuwi bener u membelah para buruh ( pidatone bener)👍👍👍,setuju sampyan jokowi nek kuwi membelah buruh pidatone,Negatif
12960,Vhikry Mulyawan,Mana ada pemimpin negara yg ingin menghancurkan negaranya dan masyarakatnya .. ribuan orang terhasut oleh berita hoaks.. sehat terus bpk. presiden JOKOWI.,pemimpin negara menghancurkan negaranya masyarakatnya ribuan orang terhasut berita hoaks sehat presiden jokowi,Positif
12961,Rizal Wahid,@Haruedang Panas sakit hati ya,panas sakit hati,Negatif
12962,Sempak Dajjal,Berita hoax apa ya om?,berita isu bohong om,Negatif
12963,Setyo Jadi,Ini sng d terima. Niar ngk banyak pengangguran.yg demo2 itu otaknya dangkl.ini pntg sgt2 pntg bg pengangguran.,senang terima niar ngk penganguran demo otaknya dangkl pntg pntg abang penganguran,Negatif
12964,Sekar Wijaya,Semangat Papa gua😎 🔥Mr.Jokowi Horr🔥,semangat papa mr jokowi hor,Positif
12965,SinSuin Shot,"Sudah anarkis
Baru bapak berbicara
Semoga sehat selalu bapak jokowi",anarkisbaru berbicarasemoga sehat jokowi,Positif
12966,Must Mustofa,Tangkap pendemo yg telah provokasi anarkis,tangkap pendemo provokasi anarkis,Negatif
12967,Eko Ipah,"Indonesia emang darurat hoak,mudah2an rakyat Indonesia smakin dewasa,tidak mudah percaya dgn yg namanya berita",indonesia darurat hoak mudahan rakyat indonesia smakin dewasa mudah percaya namanya berita,Negatif
12968,Yogi Tri Nanda,"Saya salah satu mahasiswa yang ikut demo kemarin, terimakasih pak presiden sudah meluangkan waktu untuk menjelaskan kesalahpahaman ini, kita mahasiswa hanya butuh pemimpin di saat kami rakyat merasa resah. SEMOGA KEADAAN BISA MEMBAIK DAN APA YANG DI JELAS KAN BAPAK PRESIDEN ADALAH TAFSIRAN YANG SEBENARNYA DARI UU OMNIBUS LAW INI. AMINN 🙏",salah mahasiswa demo kemarin terimakasih presiden meluangkan kesalahpahaman mahasiswa butuh pemimpin sat rakyat resah semoga keadan membaik presiden tafsiran omnibus law amin,Negatif
12969,Rendi Irwan,@Olis ibrahim lah. Saya mah gk ikut😂,ibrahim,Positif
12970,Rendi Irwan,"@Sima Maya ohhh itu artinya... Ok mas makasih, lumayan buat tmn saya yg kemaren demo hehehe",maya oh mas terima kasih lumayan tmn kemarin demo hehehe,Positif
12971,Sima Maya,"@Rendi Irwan 
Artinya
Di kuliahkan itu biar pinter...
Gk dikit2 demo dikit2  demo...",irwan artinyadi kuliahkan biar pinter dikit demo dikit demo,Negatif
12972,Rischart Nainel,Paling tidak hasil demo kawan kemari membawa hasil yg baik sehingga mlm ini pemerintah menjelasakan ap maksud dan tujuan dirancangnya UU CIPTA KERJA💪💪,hasil demo kawan kemari membawa hasil sehinga mlm pemerintah menjelasakan maksud tujuan dirancangnya cipta kerja,Negatif
12973,AD Demyati,"Tpi kita rakyat Indonesia, tlong dong jgn brutal diluar Sana.Sy jg termasuk orangtua yg masih membiayai anak2 kmi tuk belajar.Tlng jgn sakiti kmi selaku orang tua.Sedih dan pedih rasanya sy melihat kalian diluar sana,brutal dan merusak semua",rakyat indonesia tlong brutal diluar orangtua membiayai anak kmi tuk belajar tlng sakiti kmi orang tua sedih pedih diluar brutal merusak,Negatif
12974,Natasha Ananta,Kenapa pada hujat dah? Dia udh berterimakasih dan mendoakan yg terbaik juga,hujat deh berterimakasih mendoakan terbaik,Positif
12975,Sumarni Marni,"Maaf egk bs nyalahin sp2 seharusnya dikasih penjelasan terlebih dahulu,biar semua paham slm anak rantao 🙏🙏",maaf egk salah sp dikasih penjelasan biar paham salam anak rantao,Negatif
12976,Yang anna,@Lisa Abidin . 😅🤣😂😅 Malah tambah pusing nanti anaknya tante. Saya Aja Gemes lihat mereka Demo Dan ada oknum yg merusak. Alhamdulillah akhirnya mereka sadar Dan mengerti kalau salah. 👌👍🙏,abidin pusing anaknya tante gemes lihat demo oknum merusak alhamdulilah sadar mengerti salah,Negatif
12977,Rendi Irwan,"@Sima Maya bhasa jawa yah? Artinya apa, aku gk ngerti 😂🙏",maya bhasa jawa yah mengerti,Negatif
12978,ALMINA,Semoga mahasiswa yang lain juga semua lebih cerdas lebih paham kasihan orang tuanya habiskan biaya cuma buat jadi pendemo tanpa mikirin rakyat lain,semoga mahasiswa cerdas paham kasihan orang tuanya habiskan biaya pendemo mikirin rakyat,Negatif
12979,Yang anna,@Evelyn inilah netizen INDONESIA bebas di medsos.  Seharusnya mendo'akan Dan Saling mema'afkan malah memojokkan. 😇😇😇🙄🙄🙄🙄,netizen indonesia bebas medsos mendo mema afkan memojokan,Negatif
12980,Hery P. Jombu,"Mantaap mas,,, tlg jelasin ke teman2 lain yang gak ada waktu menonton mas.👍👍👍👍",mantap mas tlg jelasin teman menonton mas,Positif
12981,No Offense,yang komen buzzerp wkwkw semua,komen buzerp wkwkw,Negatif
12982,Lisa Abidin,"Aduh nak kalo kamu anak tante, tak datengin kamu ketempat demo pakai baju renang",aduh nak anak tante datengin ketempat demo pakai baju renang,Negatif
12983,Evelyn,"gimana mau maju, kalau pikirannya sudah ngajak ribut mulu",maju pikiranya ngajak ribut melulu,Negatif
12984,Evelyn,hanya di Indonesialah orang sudah minta maaf... malah makin diejek,indonesialah orang maaf diejek,Negatif
