,Name,Comment,stopword_comment,Hasil Sentimen
66,Yasir Sibolga,Indonesia siap bermitra saling bantu seluruh impestasi asing yg datang dari penjuru dunia tata cara pengelola usaha harus benar tepat pada mitra kerja dilapanga agar penyampaian di lapangan tidak keliru membetuk cara kerjasama yg baik agar tidak terjadi sistem keterlambatan dalam sistem kerja di butuh kan kecepatan & mitra bagi seluruh nusantara di zona zona tertentu berdekatan dengan zona zona yg harus bermitra sesuai kemampuan kerja nya& jalur yg diposisi nya yg di tentu kan dalam bidang masing masing yg berkordinasi sesuai dalam zona daerah bagi berimpestasi untuk tetap kordinasi yg baik segala utusan yg bisa amanah dalam berkodinasi yg arah tujuan yg penting hal yg bisa saling memberi kordinasi impestasi yg terbaik setiap area zona impestasi agar kordinasi tetap dilakukan setiap zona daerah daerah untuk cara dekat& bisa mengurangi pengaguran di indonesia raya tanah air ku indonesia tercinta pak jokowi telah banyak membantu para pekerja walaupun di masa pademik covid bapak impastrutur pembagunan jalan e-tool trans nusantara indonesia maju indonesia sehat indonesia hebat!,indonesia bermitra bantu impestasi asing penjuru dunia tata pengelola usaha mitra kerja dilapanga penyampaian lapangan keliru membetuk kerjasama sistem keterlambatan sistem kerja butuh kecepatan mitra nusantara zona zona berdekatan zona zona bermitra sesuai kemampuan kerja jalur diposisi bidang berkordinasi sesuai zona daerah berimpestasi kordinasi utusan amanah berkodinasi arah tujuan kordinasi impestasi terbaik area zona impestasi kordinasi zona daerah daerah mengurangi pengaguran indonesia raya tanah air indonesia tercinta jokowi membantu pekerja pademik covid impastrutur pembagunan jalan tol trans nusantara indonesia maju indonesia sehat indonesia hebat,Positif
67,Risda Simbolon,Mantap...presidenku...,mantap presidenku,Positif
68,Mohfawaid Fawaidmoh,Lanjutkan boss,lanjutkan bos,Negatif
69,Angga Miun,"Ribet sekali Dr dulu yg di ributin cipta kerja 
Buat uang sendiri saja dulu baru warga Indonesia akan makmur Dan Indonesia akan jadi negara super power
Peruri itu bukan milik negara Indonesia 
Peruri itu milik IMF.",ribet ributin cipta kerja uang warga indonesia makmur indonesia negara super powerperuri milik negara indonesia peruri milik imf,Negatif
70,Only bantai habus kkb yg sanggat meresahkan,Mantap,mantap,Positif
71,Soetarno Achmad,Satu Sikap Dan Satu Komando Di Garis Jokowi.,sikap komando garis jokowi,Positif
72,izroil,Di tuntut rakyat tidak mau datang.pemimpin macam apa itu,tuntut rakyat pemimpin,Negatif
73,Mahendra deni prasetyo,"Tambah gak jelas masa depan buruh pak.
Kebijakan itu tambah gak karu Karu an ,CV masuk pabrik di mana mana,gaji jadi seenaknya sendiri... Kasian pak rakyat jd gak nentu nasib nya.. saya mirip liat tmn yg kerja dgn sistem CV..",buruh kebijakan karu karu an cv masuk pabrik gaji senaknya kasian rakyat nentu nasib lihat tmn kerja sistem cv,Negatif
74,Ibnu Ponti,"Trimakasih pa presiden, sy usulkan agar perusahaan pada saat phk agar memberikan hak pekerja sepenuhnya, tanpa ada bayang bayang yg menghilangkan atau menguragi hak pekerja. Sekali lagi trimakasih pa presiden.",trimakasih presiden usulkan perusahan sat phk hak pekerja sepenuhnya bayang bayang menghilangkan menguragi hak pekerja trimakasih presiden,Negatif
76,"azarein fun, Trip and edukasi",Tuh kan.. padahal.. 🤔🤔 ahh sudahlah.. semoga aja berkah,semoga berkah,Positif
77,Dodi Rusbandi,Sy rakyat jelata walaupun sy ga tau detainya tentang omnbuslow pada dasar nya sdh bisa menangkap pake hati nurani sy .dgn ini undang cipta kerja sama saja ini undang2 sapu jagat. Yg mana tadinya ngurus perijinan smpe 17 pintu sekarang lebih di sederhanakan tdk berbelit belit dan sy setuju 90% apa lagi nantinya akan menuju artivicel intelygen  sy juga setuju .biar semua rayat lebih pintar .,rakyat jelata detainya omnbuslow dasar menangkap pakai hati nurani undang cipta kerja undang sapu jagat mengurus perijinan smpe pintu sederhanakan berbelit belit setuju artivicel intelygen setuju biar rayat pintar,Negatif
79,Masduki Mursadi,وعليكم سلام   semoga pak jokowidodo sehat selalu  amen yarabalalamin,وعليكم سلام semoga jokowidodo sehat amen yarabalalamin,Positif
80,Triono Bonot,"Presiden sudah tegas, bagaimana jajaran dibawahnya, harusnya mampu.",presiden jajaran dibawahnya,Positif
81,Suroto Wongsowidjojo,"Mantep! Indonesia harus berubah, kolot tinggal.",mantap indonesia berubah kolot tingal,Positif
82,IMRON ROSADI,Mantaap jayalah Indonesiaku Maju terus pak presiden Jokowi..,mantap jayalah indonesiaku maju presiden jokowi,Positif
83,lokbon gaming,Lanjutkan kan pakde ❤️,lanjutkan pakde,Positif
84,MlydIi 25,"Memang masih berlaku selama dua tahun ini, sambil dilakukan perbaikan.....kalau dua tahun ini nggak ada perbaikan ya bisa dibatalkan MK",berlaku perbaikan ngak perbaikan dibatalkan mk,Negatif
85,Juniarti 123,"Semangat Pak president, Dan semoga panjang umur,  amin",semangat presiden semoga umur amin,Positif
86,Yusi Apriasto,"TOP pak jokowi 👍
Harusnya MK lbh memperhatikan kepentingan bangsa yaitu kepastian dlm berinvestasi",top jokowi mk lbh memperhatikan kepentingan bangsa kepastian berinvestasi,Negatif
87,Riandy Rian,"Terima kasih banyak bapak presiden intinya dengan adanya UU tjipta kerja  pelaku usaha, investasi bisa benar2 dipermudah dan benar2 dijamin dan lapangan kerja diperbanyak lagi.",terima kasih presiden intinya tjipta kerja pelaku usaha investasi dipermudah dijamin lapangan kerja diperbanyak,Positif
88,La Tenri Beta,"Allah Maha Adil, jika ini keputusan adalah keputusan yang tidak adil bagi buruh/pekerja, saya siap bersaksi kelak untuk menuntut bapak di pengadilan Allah subhana Wata""ala",allah maha adil keputusan keputusan adil buruh pekerja bersaksi kelak menuntut pengadilan allah subhana wata ala,Positif
89,Mukhammad Kharis,Wkwkkwkw alasan investasi tapi seng kerjo teko kono.... Ajor ajor satpam 26 jt🤫,wkwkwkw alasan investasi seng kerjo teko kono ajor ajor satuan pengamanan jt,Negatif
90,Hasanul Arifin,"Sebagai negara yang berdemokrasi investasi memang perlu namun jangan di korbankan kami sebagai buruh ini , apakah karena adanya buruh tiongkok yg di nyatakan lebih baik dan berpengalaman",negara berdemokrasi investasi korbankan buruh buruh tiongkok nyatakan berpengalaman,Negatif
91,yogi nugroho,"Ini bukti bahwa rezim jikowi dan anggota DPR ugal2an membuat UU, menabrak etika dan ilmu pengetahuan. Melanggar Kewajaran dan kepantasan demi kepentingan oligarki.. masya allah",bukti rezim jikowi angota dpr ugalan menabrak etika ilmu pengetahuan melangar kewajaran kepantasan kepentingan oligarki masya allah,Negatif
92,Budi Marhaeni,"Sehat P Jokowi, Nawaitu-nya sejahterakan rakyat dng pembangunan yg merata & berkeadilan insya'allah di Ijabah Allah SWT, semoga Bapak sll diberikan kesehatan & kekuatan, Amin YRA.",sehat jokowi nawaitu sejahterakan rakyat dng pembangunan merata berkeadilan insya allah ijabah allah swt semoga sl kesehatan kekuatan amin yra,Positif
93,Ahmad Jaetuloh,"Inkonstitusional pak joko. . . Mbok yo jgn terlalu dipaksa, nanti keblingger loh.",inkonstitusional joko dipaksa keblinger,Negatif
94,Jansrul Djaja,"Jangan2 MA sdh terinveksi virus kadrun, salam sehat dan semangat terus Pak Jokowi utk NKRI 👍👍👍🇮🇩🇮🇩🇮🇩🎉🎉🎉",ma terinveksi virus kadrun salam sehat semangat jokowi nkri,Positif
95,Olhin Bocco,Fokus sama pengusaha yg disamping kiri kanan pak jokowi😄😄😄😄,fokus pengusaha disamping kiri kanan jokowi,Negatif
96,Kenzo Aldora,Investasi aslinya hutang,investasi aslinya hutang,Positif
97,Syahrial Anshori,"Yg investasi langsung d jaga dan d jamin sm pemerintah utk rakyat ,, agar mndptkan pluang utk kerja ,, oknum yg nolak undang2 cipta kerja agar rakyat gk dpt kerja malah d dukung oleh rakyat ,, gua bingung ,, ne rakyat yg nolak uda pada kaya ato gemana sih ,, pikirkan dong org yg bener2 mau kerja , jgn mau aja d adu domba ,, yg d rugikan banyak org",investasi langsung jaga jamin sm pemerintah rakyat mndptkan pluang kerja oknum nolak undang cipta kerja rakyat kerja dukung rakyat bingung rakyat nolak kaya gemana pikirkan orang kerja adu domba rugikan orang,Negatif
98,tieto ekons,"Indonesia maju Indonesia bangkit, tks bpk Presiden.🙏🙏🇮🇩🇮🇩",indonesia maju indonesia bangkit terima kasih presiden,Positif
99,Bujang Sasra,Luhut kayak apa lah kau ni,luhut kayak,Positif
100,AudiMvst,Semoga di M.K. taada lagi hakim /ketua nya yg seperti akhil mochtar yg terkena masuk angin 🤔 😱,semoga tada hakim ketua akhil mochtar terkena masuk angin,Negatif
101,ragiel unatepe,lah jangan tanya saya,,Positif
102,Luqman Alhakim,Regulator sekaligus operator....,regulator operator,Positif
103,FRANS AJHA dech,"Tuh....pesta di hotel oleh artis ..artis youtiber tanpa prokes di unggah di medsos tapi nggk di tindak...SOTOY NICH PEMERINTAH ...PEMBIARAN...PEMBIARAN TERUS

    MASA BODOH TERUSSS...KALAU MASYARAKA5 LAIN DI TINDK ..L.SOTOYYY",pesta hotel artis artis youtiber prokes ungah medsos ngk tindak sok nich pemerintah pembiaran pembiaran bodoh masyaraka tindk sok,Negatif
104,Yunus Yunus,In,in,Positif
105,Hendra Wijaya,"Ruwet ruwet
Nganu nganu...
#RUWETNESIA
#ADA nyebong ngintip gak ya,trus mo Lapor dengan delik penghinaan....????",ruwet ruwetnganu nganu ruwetnesiada nyebong ngintip lapor delik penghinan,Negatif
107,FRANS AJHA dech,"Kalau di negara ini leb8h banyak pembiaran sih.....nanti rkyatnya demonstrasi badu di tanggapi it pun kalau mau,,,!

   Lagi ...lagi artis youtuber melanggar pr8kes tapi nggk di tindak , buktInya ..ad di youtube RAFFI AHMAD TUH

ORANG2 PADA BUKA2 MASKER DAN BERKOAR2 DENGAN MUSIK TUH L.LTAPI 5DK AD TINDAKAN DARI APARAT...

SONTOYYYY NICH ...KALAU MASYARAKAT MISKIN DI TINDAK TEGAS ..LBEGITU GILIRAN ARTIA YOUTUBER DI BIARKAN ..

SOTOYYYY",negara lebh pembiaran rkyatnya demonstrasi badu tangapi it artis youtuber melangar prkes ngk tindak buktinya youtube rafi ahmad tuhorang buka masker berkoar musik ltapi dk tindakan aparat sontoy nich masyarakat miskin tindak lbegitu giliran artia youtuber biarkan sok,Negatif
109,Ardiyansa 06,Banyak baper😁😁😁,baper,Negatif
110,Ardiyansa 06,Ud tau masalah mk seharus nya batal kan,mk seharus batal,Negatif
111,FRANS AJHA dech,"MInyak goreng maHALl pak , jangan2 nanti di duga negara kita INFLASI PAK...WASPADA PAK PRESIDEN....

 MASA PENGHASIL MINYAK KELAPA SAWIT, M7NYAK GORENGNYA  MAHAL PAK PRESIDEN .....?",minyak goreng mahal duga negara inflasi waspada presiden penghasil minyak kelapa sawit mnyak gorengnya mahal presiden,Negatif
112,FRANS AJHA dech,"Paling j6ga koar2 melulu

   Kalau bapak presiden mau ..keluarkan kepREs aja pengganti UU CIPTA KARYA..., karna persoalna lain banyak pak presiden....",teriak melulu presiden keluarkan kepres penganti cipta karya persoalna presiden,Negatif
113,Nur Hudasolo,"Masih meragukan,karena bukan dari isi hati yang paling dalam,hanya baca Texs.",meragukan isi hati baca texs,Negatif
114,blacklist,Inilah contoh yg baik dr pemerintah menghormati putusan MK&segera memperbaiki.,contoh pemerintah menghormati putusan mk memperbaiki,Negatif
115,Weeka Aja,Kalo menghormati putusan MK mestinya tunda dulu UU Cilaka ini. Wong UU nya bermasalah kok tetap berlaku. Gmn sih kang??,menghormati putusan mk mestinya tunda cilaka bermasalah berlaku kang,Negatif
116,adrian channel,Batalkan aja UUD cipta kerja,batalkan cipta kerja,Negatif
117,Jawahiruddin Kendari,Apapun itu rasax sdh muak,apapun rasax muak,Negatif
119,adidaya property101,korupsi mana malah kpk di bredel,korupsi kpk bredel,Negatif
120,adidaya property101,mana katanya kerja kerja kerja..yg ada PHK PHK PHK ..lips service aja nih pemerintah,kerja kerja kerja phk phk phk lips service pemerintah,Negatif
121,sinto gendeng,mulut pembohong dari janji dan janji gk ada yg buktj,mulut pembohong janji janji buktj,Negatif
122,IRFIN HO,Pakde pakde aku Ki nganggur...golek kerjoan kok sek angele...,pakde pakde ki ngangur golek kerjoan sek angele,Negatif
123,Putra Adnyana,"Mantap pak Jokowi, lanjutkan pak, semoga NKRI semakin jaya",mantap jokowi lanjutkan semoga nkri jaya,Positif
124,Edi Cendrawasih,"era inskonsitusional  tidak desuai dgn uud 45, bukti arogansi pemerintah, seharusnya pelanggar konstitusi hrs diberhentikan dari jabatan presiden, mirip jaman orba mpr, dpr, presiden golongan kkn, semoga rakyat dan mahasiswa sbg motor penggerak demokrasi menurunkan pelanggar konstitusi",era inskonsitusional desuai bukti arogansi pemerintah pelangar konstitusi diberhentikan jabatan presiden jaman orba mpr dpr presiden golongan semoga rakyat mahasiswa motor pengerak demokrasi menurunkan pelangar konstitusi,Negatif
125,Yundai Niki,Sehat selalu pak namanya kehidupan banyak kekurangan ...maju terus NKRI,sehat namanya kehidupan kekurangan maju nkri,Positif
126,sujadi kusuma,sehari 24 jam satu jam 60 mnt satu mnt 60 dtk.segalanya ada batasnya.begitu pula kekuasaan dunia,sehari jam jam dtk batasnya kekuasan dunia,Negatif
128,Wasim Adam,"Woy uu cilaka itu kan di buat untuk para  buruh dan buruh mnolaknya,",woy cilaka buruh buruh mnolaknya,Negatif
129,mochammad khoirun nadzirin,Semangatt ekonomi pasti meroket 😅,semangat ekonomi meroket,Positif
130,Iqbal Ferry,Untuk apa ada mk..klo gk di taatin....aneh,mk tatin aneh,Negatif
131,team suren,"Saya buruh tp saya setuju dgn pemerintah soal UU cipta kerja & investasi. Biarlah saya gak jadi karyawan tetap, asalkan nantinya cari kerjaan gampang. Banyak lapangan kerja untuk anak cucu saya. Kalo tidak demikian maka negara ini akan terus seperti ini. Dan hanya buruh yg ingin kenyang sendiri & terjamin. Sadarkah buruh! Waktunya qta mengalah demi masa depan. Ini hanya undang undang dan 10thn kedepan pasti ada perubahan. Setelah ekonomi qta berjaya & menguasai pasar global seperti cina. Biarlah qta berpuasa asalkan anak cucu kita hidup sejahtera",buruh setuju pemerintah cipta kerja investasi biarlah karyawan cari kerjan gampang lapangan kerja anak cucu negara buruh kenyang terjamin sadarkah buruh qta mengalah undang undang kedepan perubahan ekonomi qta berjaya menguasai pasar global cina biarlah qta berpuasa anak cucu hidup sejahtera,Negatif
132,MAGHLIL DOT,Jelas Berpihak kepada investor ketimbang nasib buruh. Terimkasihh pak de. !!,berpihak investor ketimbang nasib buruh terimkasih adik,Positif
133,Jm Dairi,Naikkan gaji UMP pak..,naikan gaji ump,Positif
134,Rini Rini,"Bpk presiden yg slalu saya idolakan 
Bpk tlng kami di daerah kami anak kami mau cari krj sulit untuk ijazah sma tlng Bpk Mau krj d PT Hrs punya orang dlm baru bisa masuk krj tlng Bpk hutang kami di mana 2  selama cofi-19 kami Tdk pernah dpt bantuan tlng anak 2 kami Bpk pingin bekerja",presiden idolakan tlng daerah anak cari krj sulit ijazah tlng krj pt orang masuk krj tlng hutang cofi bantuan tlng anak pingin,Negatif
135,Ttis Untoro,Reformasi nasi basi.,reformasi nasi basi,Positif
136,bakul bakso,"Pipa air bocor makin di isi air makin bocor, masalah indonesia cuma 1 korupsi. Inves sebesar gunung dikurup tinggal sebukut sama aja bohong",pipa air bocor isi air bocor indonesia korupsi inves gunung dikurup tingal sebukut bohong,Negatif
137,Nefonanto Nefonanto,"Muanttaaabbbb...... dan HEBAATTTT..... terima kasih Bpk Presiden JOKOWI ...... lanjutkan untuk kebaikan dan kemajuan NKRI...... Mayoritas lebih rakyat Indonesia mendukung Bpk Presiden........ 
Biarkan anjing menggonggong kafilah berlalu .....
Semoga Pak Presiden sllu diberikan kesehatan . Amin.",muantab hebat terima kasih presiden jokowi lanjutkan kebaikan kemajuan nkri mayoritas rakyat indonesia mendukung presiden biarkan anjing mengongong kafilah semoga presiden slu kesehatan amin,Positif
138,Agambaik Taht,"seharus MK putuskan ditolak atw diterima.. bukan revisi,,",seharus mk putuskan ditolak atw diterima revisi,Negatif
139,Anak Nusantara,"Bismillahirrahmanirrahim

PEMERINTAH  JANGAN JADI KAKI DAN TANGAN PENGIKUT DAJJAL MEMANIPULASI DAN PERUSAK BUMI, PERUSAK TANAH DAN AIR INDONESIA UNTUK MAKHLUK HIDUP TERMASUK KITA !  JAGA TANAH DAN AIR PUSAKA UNTUK RAKYAT HIDUP ! HATI HATI DOKTERIN ILMU MATRELISME INSTANISME. TANAH DAN AIR UNTUK HIDUP DIRUSAK DAN KALIAN DITUKAR DENGAN DOLLAR  !!


Tidak ada pikiran/ide/gagasan yang dikerjakan pemerintah. pemerintah hidup dari mempajaki rakyat, menggali dan menguras isi perut bumi, dealing-dealing dengan koorporasi, ikut bagian dari manipulasi manipulasi, dan PERUSAK terhadap TANAH dan AIR indonesia untuk rakyat hidup, ditambah pemerintah hutang lagi dan lagi ! Gimana pemerintah mau membuat negara Indonesia ini besar  dan jadi mercusuar dunia !? Tidak ada yang pemerintah kerjakan dengan ide gagasan pikiran yang berlian untuk bangsa ini. Bangsa yang dahulu mulia Makin pudar dan nyaris hilang. Bangsa Indonesia ini kebanyakan diisi dan dipimpin oleh para pengkhianat pengkhianat.  terbukti dari potret  korporasi korporasi yang memanipulasi dirinya membentuk partai politik menduduki posisi-posisi strategis di negara ini untuk sebuah keuntungan yang fana, sesuatu yang fana tidak akan mengalahkan sesuatu yang baqa seberapun besarnya. bangsa yang mulia perlahan sirna oleh para pengkhianat bangsa. 

Pengkhianat BANGSA INDONESIA, GO TO HELL !!! I HATE NEO KOLONIALISME ! ARMAGEDON IS COMING !!!

KEMANA MARHAEN ?",bismilahirahmanirahimpemerintah kaki tangan pengikut dajal memanipulasi perusak bumi perusak tanah air indonesia makhluk hidup jaga tanah air pusaka rakyat hidup hati hati dokterin ilmu matrelisme instanisme tanah air hidup dirusak ditukar dolar pikiran ide gagasan pemerintah pemerintah hidup mempajaki rakyat mengali menguras isi perut bumi dealing dealing korporasi manipulasi manipulasi perusak tanah air indonesia rakyat hidup ditambah pemerintah hutang pemerintah negara indonesia mercusuar dunia pemerintah kerjakan ide gagasan pikiran berlian bangsa bangsa mulia pudar hilang bangsa indonesia kebanyakan disi dipimpin pengkhianat pengkhianat terbukti potret korporasi korporasi memanipulasi membentuk partai politik menduduki posisi posisi strategis negara keuntungan fana fana mengalahkan baqa seberapun besarnya bangsa mulia perlahan sirna pengkhianat bangsa pengkhianat bangsa indonesia go to hel hate neo kolonialisme armagedon is coming kemana marhaen,Negatif
